Interview_ID,Response,Theme,Subtheme,Respondent_Type,Respondent_Affiliation,Location,Contextual_Clues,Contradictions,Additional_Notes
R13,"Look, the people across the entire country are happy with democracy. There’s no place where people are outright dissatisfied with the democratic system. However, in some states, the governance and systems of elected leaders are not up to the mark. Over time, the public recognizes this and takes steps to change those leaders.",Democracy_Trends,Process_Stability,Party,BJP,Uttarakhand,Context of turnover at the subnational level.,NA,"As evidence of the stability of democracy, respondent asserts that in whichever states people are unhappy with their leaders, they're able to change those leaders."
R13,"The periodic elections every five years inspire immense public trust. The people believe that if the government they elected does not perform well, they can replace it in five years. This belief has significantly shaped our democracy. As a result, even long-standing and seemingly invincible governments have been removed by the people's will. For instance, in Bihar, Lalu Prasad Yadav served as Chief Minister for 15 years across three terms, maintaining a stronghold over governance. At the time, it seemed impossible to unseat him. However, the people recognized the need for change and voted him out, ushering in a new government. Similarly, in Uttar Pradesh, Mulayam Singh Yadav once dominated the state's politics. During his tenure, democratic values were trampled upon, and the Ram Mandir movement became a significant issue. We believe that the suppression and persecution by Mulayam Singh Yadav played a crucial role in making the Ram Mandir movement successful. People perceived him as a harsh ruler and ousted him from power. At the national level, something similar happened with Indira Gandhi. During her tenure as Prime Minister, there was a saying: ""India is Indira, and Indira is India."" This phrase symbolized her dominance, where she became synonymous with the nation itself. She was considered an unmatched and formidable leader. However, when she imposed Emergency, suspending the fundamental rights of citizens and jailing opposition leaders, the people rejected her. In 1980, they voted her out of power, electing the Janata Party to form the government. This demonstrates how deeply the Indian populace has embraced the principles of democracy enshrined in our Constitution. The people not only understand the rights granted to them but also actively exercise them, ensuring that their democracy thrives and evolves over time.",Democracy_Trends,Process_Stability,Party,BJP,Uttarakhand,Context of turnover at the subnational level.,NA,"Instances of turnover in Uttar Pradesh, Bihar cited as evidence."
R14,"Indian democracy is remarkable. Look at how, unlike many other countries, there is no need for revolutions or bloodshed to change governments. Governments, whether at the state or central level, are replaced peacefully through the power of public voting. This voting right is one of the strongest pillars of Indian democracy, as it allows the people to choose their governments.",Democracy_Trends,Process_Stability,Government,BJP,Uttarakhand,Context of comparison with neighbouring countries to highlight Indian democracy as stable.,NA,"Indian democracy is stable because there is no need for revolutions or violence to change governments, but the government has not been changed at the national level for more than a decade, so presumably this respondent is talking about the transfer of power at the subnational level."
R14,"Governments are always democratic because that is how our country remains a democracy. Take, for instance, countries like China or Russia. They conduct elections just for show—no one can vote against the ruling party. But here in India, people have the power to decide. They can vote for the government they want to retain or vote to replace it. That is the greatest strength of democracy—governments are formed and removed through the power of voting, not through revolutions or violent struggles. Whether at the state level or the national level, people can bring about change through the strength of their vote.",Democracy_Trends,Process_Stability,Government,BJP,Uttarakhand,Context of comparison with neighbouring countries to highlight Indian democracy as stable and of turnover at the subnational level.,NA,"My assumption about the respondent talking about the transfer of power at the state level is confirmed. Again, another respondent who compares Indian democracy with Russia and China to highlight its comparative strength. It is interesting that most of the respondents who argue Indian democracy to be stable demonstrate its stability only in comparison to closed authoritarian regimes."
R14,"Indian democracy is very strong, and the Election Commission plays a critical role in maintaining this strength. The Election Commission must continue its efforts to ensure free and fair elections so that people maintain their trust in the electoral process. If the Commission fulfils its responsibility, democracy will remain robust, and the people will continue to have faith in it.",Democracy_Trends,Process_Stability,Government,BJP,Uttarakhand,Context of Election Commission,Interesting because what this respondent claims goes directly about what the ex-Chief Election Commissioner confided in their interview.,NA
R17,"Look, the rules being made at the center follow the democratic process. Any law created by the center is formed through parliamentary procedure and amendments. Democracy dictates that the majority rules. The parliament's procedure ensures that laws passed are to be applied universally, regardless of which party representatives belong to—even if they are in the minority. If parties are part of parliament yet refuse to accept its rules, they are creating a dangerous precedent.",Democracy_Trends,Process_Stability,Government,BJP,Uttarakhand,"Context of Farmers Law, CAA, etc.",NA,"The respondent highlights that Indian democracy is stable because democratic procedures and rules are being followed in the formulation of laws. But the respondent also goes on to add that the fact that some opposition leaders are questioning these laws made and passed through due process creates a dangerous precedent for democracy, which is certainly an interesting perspective."
R20,"The reason is that when we adopted the Constitution, it was done with great thought and consideration. The Constitution, crafted by Ambedkar, involved many significant, intelligent individuals who designed a democratic system. This is why India is today regarded as the largest democracy. Our elections, despite everything, still uphold their integrity. People often claim that elections in India are rigged, or they point fingers at EVMs being hacked. But I don’t believe that. It’s not an easy thing. Unless you have precise booth data—such as how many votes are cast in a specific booth, the percentage expected for Congress, the percentage for BJP—you cannot manipulate it. For instance, if it’s a Muslim-majority booth and you manipulate the data accordingly, you will get caught. So personally, I believe it’s not possible to hack EVMs. This is my personal opinion.",Democracy_Trends,Process_Stability,Government,INC,Uttarakhand,Context of the only opposition member being hopeful about the future of democracy in the country.,NA,The only member of opposition to express stability about the current condition of democracy. Reasons cited include the longstanding nature of our Constitution as well as the integrity of elections. Respondent claims such because it would be very hard to manipulate elections and not get caught.
R13,"Look, to safeguard democracy, the most important thing is to maintain stability within the country. For example, during the period between 1989 and 2014, we saw governments at the center working through collaborations. During Atal Ji’s time, a coalition of 28 parties ran the government. Similarly, there were allegations against Prime Minister Narasimha Rao that he had to resort to buying support to sustain his government. During B.P. Singh's tenure, collaboration politics prevailed, and even during Manmohan Singh Ji’s time, his government relied on the support of others. What happens in such coalition scenarios is that if a coalition partner is involved in unethical practices or makes demands harmful to the nation, the government often has to accommodate those demands just to remain in power. This instability and the compulsions of running a coalition government can be detrimental to the nation. To address this, stability is essential. At any level, having a clear majority is crucial. For example, since 2014, Modi Ji has been receiving a full majority, and because of this, he has been able to work decisively. Whether it’s decisions on foreign policy, internal matters, roads, railways, or aviation, he can make these decisions without being constrained by coalition partners or fearing their dissatisfaction. This stability, with one party having a clear majority, is critical for the nation’s development, for executing plans effectively, and for strengthening and empowering the country. Stability is key to ensuring democracy remains robust and effective.",Democracy_Trends,Majoritarian_Strength,Party,BJP,Uttarakhand,NA,"While this respondent believes that coalition politics has been ""bad"" for democracy and the stability of a majoritarian government is better for democracy because of effective decision-making, this runs counter to what a lot of other respondents have argued.",Respondent cites single party majority rule as necessary for strengthening democracy.
R16,"You may have seen how our democracy has progressed, even in Kashmir. Until recently, since independence, democracy had not reached there... Since India's independence, democracy was not present there (referring to Kashmir). The Indian flag, which was not hoisted there on January 26 earlier, is now hoisted on January 26.",Democracy_Trends,Majoritarian_Strength,Bureaucrat,Neutral,Uttarakhand,Context of Kashmir,"Multiple respondents highlighted what happened in Kashmir as contravening democracy but for this respondent it is a sign of the strenghtening of Indian democracy, although no justification is given why beyond national pride and internal security.","For this respondent, democracy in India is strong because now the Indian flag waves over Kashmir. Which is certainly an interesting response."
R16,"The democracy in India is alive. Across the world, India is recognized for its democracy, and this recognition exists because people here trust democracy and respect it. Compare our democracy—India’s democracy—with Pakistan’s democracy. Over there, democracy doesn’t truly exist; no one values it. The army there can topple the government anytime. But in India, we have a robust system. Since Prime Minister Narendra Modi took office, our democracy has become even stronger, to the extent that the entire world respects India. This is why our democracy is strong, and it is strong because the people of India—the 140 crore citizens—believe in it.",Democracy_Trends,Majoritarian_Strength,Bureaucrat,Neutral,Uttarakhand,Context of comparison with neighbouring countries to highlight Indian democracy as stable.,NA,Democracy is strong because it is sustained through the will of 140 crore people.
R17,"Now, if the BJP has a majority in the center, and if someone doesn’t like BJP’s principles, ideology, or work, they should approach the public. Convince the public, gain their support, win a majority, and govern as per their ideology. Today, the BJP has the majority. If people are satisfied with our work and our ideology, and they have voted us into power, then the opposition must accept it. If they have issues, they can present them in parliament. They can agitate and advocate for their causes—there is provision for that. Equal rights are granted to all. However, completely refusing to accept the laws made by parliament amounts to anti-national activity. It becomes anti-democratic. Such behavior undermines constitutional decisions. BJP is not forcing itself into power. The public elects us. We contest elections, and only if the public grants us a majority do we form the government. When we form the government, we address the issues for which the public elected us. If someone claims this is forceful, it’s entirely incorrect.",Democracy_Trends,Majoritarian_Strength,Government,BJP,Uttarakhand,"Context of Farmers Law, CAA, etc.","The respondent also adds that because of the BJP majority being a reflection of the masses, refusing to accept the laws made by the parliament amounts to anti-national activity. It becomes anti-democratic. Although the statement is not theoretically wrong, it is being made in the context of protests against some of the controversial laws passed by the BJP such as Farmers Law, CAA, or the abrogation of Article 370. While this respondent highlights protests against them as anti-democratic implicitly, many believe the laws to be anti-democratic to begin with.","Again, this respondent highlights that because the BJP is in centre through a majority, democracy is strong and serves as a reflection of the masses. They also go on to claim that the opposition can utilise the same democratic channels to obtain a majority of their own parties. "
R9,"The benchmark for any country’s progress is the development of every citizen. India is moving towards becoming a developed nation, and I don’t see major challenges to our democracy.",Democracy_Trends,Service_Improvement,Party,BJP,India,NA,NA,NA
R9,"India’s democracy is not under threat; rather, it is progressing towards inclusivity, aiming for “Sabka Saath, Sabka Vikas” (together with all, development for all). If democracy were truly under threat, BJP wouldn’t have won so many seats.",Democracy_Trends,Service_Improvement,Party,BJP,India,NA,NA,Respondent highlights both development measures by the BJP and the fact that the BJP obtained a majority as testament to the strength of democracy.
R9,"Over time, both democracy and development will evolve. As development progresses, people’s understanding and engagement with democracy will deepen. Changes in democracy are inevitable as societies grow.",Democracy_Trends,Service_Improvement,Party,BJP,India,NA,NA,NA
R13,"I believe that the people of this country have grown significantly more aware and informed over time. There are now many more forms of media available. Earlier, information was limited to newspapers and TV, but today, social media has emerged as a powerful platform with multiple avenues. The common person is connected to these platforms, and they can access information about what is right and what is wrong. Secondly, literacy rates have increased across the country. Earlier, there were no schools or higher education institutions in many areas, and education often stopped after the intermediate level. Today, the number of universities has increased significantly, and people have ample opportunities for higher education and employment. The situation today is vastly different from what it was in the 1970s. India has advanced significantly. Earlier, people who went abroad preferred to settle there and rarely returned. But today, those who work abroad feel pride in calling themselves Indian. They are eager to send money back to India and support their families. This was not the case before, as people preferred to leave and stay abroad. I feel that in the coming years, people’s awareness and sense of responsibility will grow even more. The role of the public in safeguarding democracy is crucial. India’s younger generation, which constitutes 65% of the population, is ready to bring about change and provide direction to the country. On the other hand, if you look at China, its population is aging, with a majority belonging to the older generation. In contrast, India’s youth have the capability to transform the nation and guide it in the right direction. Modi Ji is undoubtedly steering this generation toward the right path with proper guidance and leadership.",Democracy_Trends,Service_Improvement,Party,BJP,Uttarakhand,NA,NA,"Respondent highlights numerous indicators of improvements as proof of democracy's success, such as more forms of media being available, number of universities increasing, etc."
R18,"Look, democracy is an integral part of development, and development is an integral part of democracy. If, in a democracy, we work towards taking society to greater heights, then our democracy must be strong—and today, it is strong. For example, under the leadership of our country's Prime Minister, Modi Ji, our nation has strengthened and reached new heights. Today, people across the world recognize Modi Ji. This strength starts at the top, and if the message of strength comes from the top, it permeates to the bottom as well.",Democracy_Trends,Service_Improvement,Government,BJP,Uttarakhand,NA,NA,Respondent asserts that democracy has been strengthened through development because development has also afforded greater international recognition to India.
R7,"However, what we have seen in this country’s culture and traditions, and even from a general perspective, is that whenever people realize that their autonomy is being challenged, when their inner consciousness awakens, a movement begins. There are numerous examples of this. Whenever democracy has been threatened, people have reacted, and power has changed hands. They have given leadership a chance, and when they have found it unsatisfactory, they have replaced it again. This has happened multiple times. Not long ago, a movement arose, which I wouldn't necessarily call the Aam Aadmi Party, but rather the Anna Movement. Consider how, at one point, it seemed as if every individual had become a part of corruption, that even the common person had accepted corruption as a norm. However, when the anti-corruption movement began, every town square in the country was filled with people protesting against corruption. And this was not just performative—it was a fire within them. Yes, they were eventually deceived, and when they realized they had been misled, they fell into despair again. But those of us who have faith in people’s capacity for resistance believe that if another crisis arises, people will stand up once again and overcome it.",Democracy_Trends,Cultural_Stability,Civil,Neutral,India,Example of the Anna Movement.,NA,NA
R9,"Let me explain with an example. Have you studied anthropology? There’s a concept where traditional societies gravitate toward modernity, and modern societies yearn for tradition. Take cultural shifts, for instance. In weddings, women from cities who usually wear suits start wearing sarees, while rural women who typically wear sarees opt for suits. This reflects cultural change. Similarly, democracy will also evolve over time. However, evolving democracy doesn’t mean the essence of democracy is lost. It’s a natural process. If certain traditions or systems remain rigid, they risk becoming outdated or dogmatic. So, while superficial aspects of democracy might change, its core principles and values should remain intact. The basic criteria of democracy—equality, representation, and freedom—must never change, even as everything else evolves with time.",Democracy_Trends,Cultural_Stability,Party,BJP,India,NA,NA,NA
R13,"Look, the system of our country, the culture of our country, and our way of life are such that many invaders and empires came here, whether it was the Shakas, Kushans, or others. They tried to suppress Indian culture and thought they could dominate it. But what happened? They all ended up assimilated into this very culture. Over the past 75 years, our democracy has grown immensely strong. Now, no matter how powerful an individual may be—whether they wield wealth, muscle power, or conspiracies—they will ultimately have to operate within the established framework of our democracy. If they deviate even slightly, they will erase their own existence. Today, our democracy is so robust that even if a Supreme Court judge or any high-ranking official makes a mistake, they are immediately exposed to the entire nation. They become a villain in the public eye. Nobody, whether they are in politics or bureaucracy, can operate arbitrarily. If anyone steps out of line, they are promptly criticized, and their actions are scrutinized. This forces them to retreat. This is the strength of our democracy.",Democracy_Trends,Cultural_Stability,Party,BJP,Uttarakhand,Historical context of invaders and empires failing to suppress Indian culture provided as evidence for the resilience of Indian culture to maintain stable democracy.,NA,NA
R1,"The Parliament has always been granted distinct powers by our Constitution. Whenever there’s been an opportunity, amendments like the 73rd and 74th have been made. Amendments aren’t always for selfish political motives—sometimes they address genuine demands or development needs. It’s not that all amendments have been purely for self-interest; some have been for progress too.",Linkages,Legal_Linkages,Government,SP,Uttar_Pradesh,Federalism,NA,"Acknowledges the superior position of the Indian centre, but also acknowledges that attempts have been made at decentralization."
R4,"State governments are controlling authorities, just as the central government is a controlling authority. But there are also district planning authorities under our constitutional framework. The idea is that the village unit should take care of its own affairs, the district unit should focus on district matters, the state unit should address state issues, and the national unit should handle the country’s concerns. That’s how the federal structure is supposed to function… However, what has happened is that the system has flipped. Now, the common person perceives the chief minister of a state as the owner of the state, the prime minister as the owner of the country, and similarly, the village head (Gram Pradhan) as the owner of the village. But this is not true. These individuals are merely authorities responsible for executing plans. Planning should be done by the Panchayats at the village level, the Parliament at the national level, and the Legislative Assemblies at the state level. That’s how it’s supposed to work… He emphasizes that if Gram Pradhans merely bow before district or state authorities, democracy is effectively dead. Instead of empowering local governance, we’ve created a hierarchical system where everyone, from villages to states, serves as subordinates. This is not democracy—it’s a system where the collective subordinates have chosen one ""chief subordinate"" to represent them.",Linkages,Legal_Linkages,Media,Neutral,India,Federalism,NA,"Argues that the hierarchical nature federalism is meant to divide responsibilities but has actually divided ""ownership."" "
R5,"Take the northeastern states of our country as an example. India has been independent for almost 77 years now, right? Infrastructure like roads and railways is a basic necessity, but even today, if you travel to the Northeast, beyond a certain limit, you will not find good roads, and railway lines are practically nonexistent. Now, Modi Ji says that he has brought railways there, that he has developed infrastructure in those areas. So, for these regions, the only way their needs can be addressed is if they are granted special status. In addition to that, the central government in power must have the political will to bring real change, or the state’s political entities must have enough power to influence the central government effectively. So, one way to bring these smaller states onto the same level as larger ones is to grant them special status. Otherwise, what can a small state do? A representative will raise a question during the Zero Hour in Parliament, and after that, he will simply go home—nothing more will come of it.",Linkages,Legal_Linkages,Media,Neutral,India,"Northeastern States, Federalism",NA,"Some states depend on ""special"" provisions under the Indian Constitution, which ends up linking them to the centre even more directly in some ways."
R5,"Let’s say there is a small state whose annual budget is ?5000 crore. That amount will be allocated to them anyway. But in India, there is a system of granting special status. If the central government provides an additional ?1000 crore as a special package, then the state can use this extra funding to develop its infrastructure or carry out other essential projects. Alternatively, the central government itself can announce that under the special status, certain infrastructure development projects will be undertaken, ensuring that these states receive additional focus and support. Otherwise, I don’t see any other significant way these states can secure their interests. In reality, political parties only prioritize the regions where they see a chance of securing power. Wherever they believe their electoral prospects are strong, that’s where they will invest their resources and attention.",Linkages,Legal_Linkages,Media,Neutral,India,"Northeastern States, Federalism",NA,Legal-Fiscal Overlap
R7,"During the second reading of the draft in the Constituent Assembly, there was significant controversy over this issue, and discussions lasted for three days. At the time, there were three major concerns. First, communal violence had spread across the country in the wake of Partition. Second, India was integrating 563 princely states, many of which were reluctant to join the Indian Union. Third, there was a general sense of instability, with many factions pushing for a weak central government. Given these conditions, there was a consensus that India needed a strong central authority to maintain unity. As a result, grassroots democracy was largely sidelined. The matter was deferred to Article 40, which stated that it would be the state's responsibility to establish Gram Panchayats and delegate powers to them. This vague wording pushed the issue aside.",Linkages,Legal_Linkages,Civil,Neutral,India,Historical context for a strong centre,NA,Acknowledges the superior position of the Indian centre
R8,"Our Constitution defines us as a federal national state, and it is explicitly written in the Constitution that ""India is a Union of States."" However, while we are a union according to the Constitution, the center has always been more powerful than the states. The provisions in the Constitution always grant the center more power in comparison to the states. For example, the central government has the authority to terminate any state government based on the report of the governor, who is appointed by the center itself. The governor is a constitutional authority, but he is appointed by the center. The center appoints whomever it prefers, usually selecting individuals who align with the ruling regime at the center. For example, at present, if the central government wants to remove a state government, they only need to ask the governor to submit a report stating that law and order has collapsed in the state or that constitutional provisions are under threat. Based on that report, the current central government can dismiss the state government and impose President’s Rule. So, power has always remained concentrated at the center. According to the Constitution, there are many subjects divided between the center and the states. Some subjects fall under the exclusive domain of the state, some are under the center, and some fall under the concurrent list—such as education, where both the state and the center have roles. Law and order, for example, is exclusively a state subject. Similarly, there are certain domains that are exclusively under the center’s control.",Linkages,Legal_Linkages,Civil,SFI,Delhi,Federalism,NA,Acknowledges the superior position of the Indian centre
R13,"Look, in Indian democracy, the central government is powerful, and our Constitution grants it many more powers compared to state governments. Most laws under the Union List fall within the jurisdiction of the central government. There are some areas where state governments can enact their own laws and legislations, but ultimately, everything is tied to the center. For instance, IAS (Indian Administrative Service) and IPS (Indian Police Service) officers may be allocated to states, but their appointments and transfers are determined by the central government.",Linkages,Legal_Linkages,Party,BJP,Uttarakhand,Federalism,NA,Acknowledges the superior position of the Indian centre
R13,"Similarly, under Article 356, if a state government fails in its duties or governance, the central government can impose President's Rule and take over the administration of that state. There are also central agencies that can intervene in a state's matters. For example, if corruption increases in a state, central institutions like the CBI (Central Bureau of Investigation) can investigate and take corrective measures. So, while state governments appear to be autonomous to an extent, they still operate under the overarching authority of the central government.",Linkages,Legal_Linkages,Party,BJP,Uttarakhand,Federalism,NA,Acknowledges the superior position of the Indian centre
R13,"Look, all these power centers that have been created are meant to balance and regulate each other. However, there are still challenges in transferring power from a larger governing body to a smaller unit.",Linkages,Legal_Linkages,Party,BJP,Uttarakhand,Federalism,NA,Acknowledges the superior position of the Indian centre
R16,"The significance lies in the scope of work and responsibilities. The Parliament's work encompasses the entire Lok Sabha constituency; it focuses on laws and issues that apply uniformly across the entire country. On the other hand, the state government addresses the specific needs and basic facilities required within its own state, resolving regional challenges.",Linkages,Legal_Linkages,Bureaucrat,Neutral,Uttarakhand,Federalism,NA,Argues that the hierarchical nature federalism is meant to divide responsibilities.
R18,"See, Mahatma Gandhi had a dream of ""Gram Swaraj"" — giving importance to gram panchayats. We are progressing based on that vision. Any development plan that comes into being is implemented at the grassroots level. The central government formulates the policies, the state government implements them, and then these plans filter down to the district panchayat, block panchayat, and finally, the gram panchayat. Ultimately, the first cog in the wheel at the ground level is the gram panchayat. If the gram panchayat develops, you can assume that the entire country will develop because 70% of our population resides in villages. If villages develop, the country develops.",Linkages,Legal_Linkages,Government,BJP,Uttarakhand,Federalism,NA,Argues that the hierarchical nature federalism is meant to divide responsibilities.
R1,"When the central and state governments are aligned—like when the Bharatiya Janata Party (BJP) is in power at both levels—the coordination is good. But where they are not aligned, things don’t work out. For instance, the central government can withhold funds or block the state budgets. If a state doesn’t follow the central government’s directions, they won’t release the funds.",Linkages,Party_Linkages,Government,SP,Uttar_Pradesh,"Double Engine Government, BJP versus Opposition",NA,"Party-Fiscal Overlap, Acknowledges the superior position of the Indian centre"
R1,"If they go along with what the BJP say, things might go smoothly for a while. But the biggest issue is this: if we don’t give you the budget, how will you drive development? And if you can’t deliver development, you’ll inevitably fall behind compared to other regions. And once you lag behind, we’ll (the BJP) come back during the next elections, show people dreams, and form our government again. The primary tactic is withholding the budget—without funds, development halts, and everything else falls apart.",Linkages,Party_Linkages,Government,SP,Uttar_Pradesh,"Double Engine Government, BJP versus Opposition",NA,"Party-Fiscal Overlap, Highlights incentives, Acknowledges the superior position of the Indian centre"
R1,The role of Indian states is dependent on the politics of Delhi. The heads of the country are running things according to their own will.,Linkages,Party_Linkages,Government,SP,Uttar_Pradesh,NA,NA,Acknowledges the superior position of the Indian centre
R2,"Well, it [referring to BJP’s Uttar Pradesh government] is the same government [referring to BJP’s national government]. Sometimes centre and state are not able to make some administrative decisions, such as the appointment of the Chief Secretary being recommended by the CM and approved by the centre. We have had an acting DGP for quite some time because there is no consensus on one name between the centre and the state. Otherwise, we don’t see any major conflicts. Look, Modi’s style of governance is very different. All the schemes being implemented in the states are centrally sponsored and conceived by the BJP, and he takes the credit for them of course. State government and the centre are very cordial. The prime minister also comes from this state [in terms of his seat], so naturally his focus is on the state that sends him to parliament. Secondly, UP is the largest state with 80 Lok Sabha seats. It can spoil his chances of getting a majority in Parliament. So, he’ll only keep a Chief Minister who will be with the centre and not in conflict with the centre. UP is very important for the centre. The Chief Minister has the confidence of the Prime Minister. We do hear about some instances of tension between Yogi and some other members in Delhi, but these are only speculative. I don’t really think there is any evidence of that.",Linkages,Party_Linkages,Media,Neutral,Uttar_Pradesh,"Uttar Pradesh, Double Engine Government",NA,Highlights incentives
R2,"As I told you, everything is controlled by the centre right now. And everything is done in consultation—control and consultation are the two words right now. Because we have a BJP government, there is no conflict. Most importantly, there is no “conflict of interest” politically. At the personal level, there may be. But politically if you look at it, both the state and centre governments of the party would blossom only when the “lotus blooms,” otherwise why would they bother.",Linkages,Party_Linkages,Media,Neutral,Uttar_Pradesh,"Uttar Pradesh, Double Engine Government",NA,"Key for quotations, Acknowledges the superior position of the Indian centre"
R2,"It’s not that the elections vary, but the issues vary. In a national election, of course the prime ministerial candidate becomes very important, and they do enter alliances with states where they are not very strong. So, what they do, like in Tamil Nadu, they will have an alliance with AIADMK or DMK, this is how it happens… Local issues are important in non-BJP ruled states. Whereas in BJP-ruled states, it will be one issue because the issue will be the leadership of the country and the various schemes that they have introduced. So, it has less to do with the Chief Minister of the state; that could be 10% of it but 90% is Modi. But in opposition states, it’s also the leadership at the local level as well as the national.",Linkages,Party_Linkages,Media,Neutral,Uttar_Pradesh,BJP versus Opposition,NA,NA
R2,"I think that the BJP “penetration”, their cadre and the way they contest elections is very important. In fact, the major problem that the opposition faces today is that they don't have the same wherewithal or the cadre or the galvanized election units to contest elections as BJP has. You know, the BJP is like...I’ll compare it with an army that enters the battlefield to win the war. You don’t enter with ifs and buts. And though they are the ruling party, they behave like an opposition party in motivation and their cadre is active 24/7, 365 days. They have a huge army of volunteers and people working for them, that the opposition today lacks… Keeping aside these reasons, because BJP is part of the Sangh Parivar, they have huge cadres, and one person is given the “sheet” which carries 60-100 names on both sides, and that one person is supposed to be in touch with the hundreds. Throughout the year, not only at the time of elections. So, they are working with the machine, the management, the use of social media. Factors which help BJP besides the face of Narendra Modi. In fact, that machinery only further builds the face of Narendra Modi also. If you go to a village, they've got toilets, they've got gas, they've got some facilities. The BJP guy will go and remind them again and again that it is Modi who has given you all this. So, this time they have given the slogan of “Modi’s Guarantee.” Not BJP’s guarantee.",Linkages,Party_Linkages,Media,Neutral,Uttar_Pradesh,BJP Organizational,NA,Argues how the organizational strength of the BJP may help it penetrate downwards
R4,"It’s obvious and natural—where both governments are from the same party, like in a ""double-engine government,"" there’s no conflict. Everything runs smoothly because they are aligned and understand each other. The problem arises when the governments are from different parties, like in Bengal. In such cases, there’s friction between the state and the center. But when the party is the same, it’s like a family—there are no issues.",Linkages,Party_Linkages,Media,Neutral,India,"Double Engine Government, BJP versus Opposition",NA,Highlights incentives
R4,"If the party is the same, there are no conflicts because everyone operates within the same system. It’s like being part of one family—they all share a common understanding. Today someone is here; tomorrow, they might be somewhere else within the same system.",Linkages,Party_Linkages,Media,Neutral,India,Double Engine Government,NA,Highlights incentives
R6,"See, at one point, there was a ""double-engine"" government. In 2014, the BJP was in power both at the state and central levels, so at that time, both governments worked together.",Linkages,Party_Linkages,Government,JMM,Jharkhand,"Jharkhand, Double Engine Government",NA,NA
R6,"This is also why the term ""double-engine government"" has gained prominence—meaning a government that runs with two engines: one at the center and one at the state level. The term was coined during the previous government, where if the same party governed both at the center and in the state, things would supposedly run more smoothly, like a double-decker bus. The argument was that if the same party was in power at both levels, then the central government would support the state more. For example, when the same government was in power at both levels, electricity supply was uninterrupted even when there were outstanding dues. But when the government changed and a tribal-led government came to power in the state, the power distribution company (DVC) suddenly demanded that all outstanding payments be cleared; otherwise, electricity would be cut off. At the same time, the central government still owed ?1.36 lakh crore in coal royalties to the state, but it refused to pay. The amount the state owed for electricity was a much smaller sum, but it was still denied. So, they cut the electricity supply. This is where the problem arises. If the central and state governments are from different parties, the central government can deliberately create obstacles. Electricity supply can be cut, and the public, unaware of the larger financial issues, will blame the local state government for not providing power. This dissatisfaction among the public benefits the central government politically because, in the next election, people may vote against the state government, thinking that it failed them. The central government sometimes deliberately restricts benefits and resources to opposition-led states, while giving more resources to states governed by its own party, hoping that this will translate into greater public support for them.",Linkages,Party_Linkages,Government,JMM,Jharkhand,"Jharkhand, Double Engine Government, BJP versus Opposition",NA,"Party-Fiscal Overlap, Key for quotations, Acknowledges the superior position of the Indian centre, also echoes a very similar sentiment to R1"
R6,"See, this is like the saying about the Delhi sweet—whether you eat it or not, you will regret it either way. It is the same with this issue. If you have a double-engine government, then small regional parties, which I previously mentioned are crucial for preserving culture, language, and identity, may struggle. But these regional parties are essential because they help ensure that local identities and cultural heritage are safeguarded. They provide representation for local issues, help communities progress, and can even rise to positions in ministries at the national level. However, the downside is that when different parties govern the center and the state, the central government often discriminates against the state government. Regardless of which party is in power, there is always an attempt to withhold resources from opposition-led state governments because the ruling party at the center fears that if the opposition-led state government is given enough support, it will gain strength, perform well, and make it harder for the central ruling party to win elections in that state. So, both systems have their advantages and disadvantages. A double-engine government can ensure smoother governance and resource allocation, but it can also weaken regional parties and local representation. On the other hand, a government where states maintain autonomy is crucial for preserving diverse cultures and identities, but it often leads to friction with the central government, which can result in discrimination in the allocation of resources.",Linkages,Party_Linkages,Government,JMM,Jharkhand,"Jharkhand, Double Engine Government, BJP versus Opposition",NA,"Party-Fiscal Overlap, Key for quotations, Acknowledges the superior position of the Indian centre"
R8,"However, in recent years, what has happened is that a majority of provincial governments are either directly led by the ruling party at the center or by their allied parties. Around 17 or 18 states—perhaps around 20, though I cannot say for certain—have governments that are either directly run by the BJP or formed with their support. In these states, the relationship between the center and the state remains normal.",Linkages,Party_Linkages,Civil,SFI,Delhi,Double Engine Government,NA,NA
R8,"See, there is nothing particularly complex to understand here. A right-wing party is in power at the center, and its governments also control these states. This is a party that promotes Hindu nationalism and ethnic nationalism, so naturally, their democratic approach takes a particular form.",Linkages,Party_Linkages,Civil,SFI,Delhi,Double Engine Government,NA,Highlights incentives
