Interview_ID,Response,Respondent_Type,Respondent_Affiliation,Location,States_Mentioned,Variables_Referenced,Relationship_Type,Direction_of_Effect,Causal_Path,Channel,Outcome_Reference,Importance_Rating
R20,"I believe the creation of this state has been beneficial, not detrimental. In terms of democracy, earlier we had to rely on decisions made in Lucknow, but now we make decisions here in Uttarakhand itself. That independence has had a significant impact. Earlier, we were dependent; now, we’re independent and can make decisions ourselves. That’s definitely a benefit. The decentralization of power that happens when states are formed is an important aspect. For example, when Uttarakhand, Jharkhand, and Chhattisgarh were formed, decentralization was a key factor. This accelerates development, which is a positive system. It’s not necessary to always remain attached to a larger state; the smaller the state, the faster the development happens.",Government,INC,Uttarakhand,Uttarakhand;Jharkhand;Chhattisgarh,SubnationalAutonomy;EconomicDevelopment,Causal;Mediating,IncreasesDemocracy,Division of state -> greater independence and autonomy to make own decisions -> accelerated development -> subnational stability,Federal;Economic,NA,4
R22,"Strengthen your institutions and increase your resources. Look at your income sources. For example, in our state, tourism can generate significant revenue. If we manage mining properly, that can also be a source of income. If we improve our education policy, children will spend money locally, boosting the economy. Tourism, particularly the Char Dham pilgrimage, can generate crores of rupees. Other states have implemented taxes on vehicles entering their territories, like in Delhi. Why can’t we do the same? Each state should focus on resolving its local issues. By doing so, they can certainly grow stronger. States need to work on practical ground-level solutions rather than relying solely on political strategies. Governments should work at the grassroots to truly strengthen the system.",Party,INC,Uttarakhand,Uttarakhand,SubnationalAutonomy;EconomicDevelopment,Causal;Mediating,IncreasesDemocracy,Different regions -> different cultures and aspirations -> development responsive to local needs -> subnational stability,Economic,NA,2
R22,"You can strengthen democracy by spending money on developmental processes aligned with people's sentiments and thoughts. For example, if you provide quality education, you’ll use that money to produce well-educated individuals, but for that, the system needs to change. They gave a slogan about making marriage destinations here, as there are many temples where weddings happen, and people still get married there. However, they have not arranged for basic necessities like bathrooms, water, or accommodation. These fundamental needs, if fulfilled, would naturally bring in revenue. Have these governments ever thought about such things? Earlier, we used to plan development with a democratic socialist approach. We emphasized a socialist pattern of society. Policies were laid out in the Constitution, and planning was a major focus. Now, even if they felt our policies were wrong, what new policies have they introduced? If they wanted to draw a bigger line, they needed to extend their line, not erase ours. Has this government done that in the last 10 years? That’s what I’m questioning.",Party,INC,Uttarakhand,NA,SubnationalAutonomy;EconomicDevelopment,Causal;Mediating,IncreasesDemocracy,Different regions -> different cultures and aspirations -> development responsive to local needs -> subnational stability,Economic,NA,4
R22,"Our democracy is structured to allow states to make decisions suited to their specific needs. The purpose of this system is to let states devise and implement policies best suited for their region. Take Pandit Jawaharlal Nehru's example—why did he introduce Five-Year Plans in this country? Why not just one-year plans? The Five-Year Plans were created to enable micro-planning. Through this system, you could decide what your Gram Sabha (village assembly) needed to accomplish, work through your block-level administration, and bring planning down to the grassroots level. This planning system allowed funds to flow accordingly. States were given the right to determine their priorities.",Party,INC,Uttarakhand,NA,SubnationalAutonomy;EconomicDevelopment,Causal;Mediating,IncreasesDemocracy,Federal provisions for self governance -> development responsive to local needs -> subnational stability,Federal;Economic,NA,4
R22,"Autonomy is very important. States should have the right to decide their own policies and matters. The biggest threat today is that states are being forced to carry out directives that don’t align with their needs. For example, a handpump may work at 30 feet in your area, but in Uttarakhand, even at 400 feet, there is no water. Isn’t this a misuse of funds? Policies should be well-thought-out. When you don’t work on the roots and merely talk, how will the tree bear fruit? Without proper groundwork, the tree will wither…We live in a federal system—India is a Union of States, a collection of diverse states. The people of every state have given their mandate in favour of governance. Therefore, they must be allowed to run a clean, transparent, and stable government without interference. The most critical point is to allow governments to fulfil the promises they have made to the people.",Party,INC,Uttarakhand,Uttarakhand,SubnationalAutonomy,Mechanism,IncreasesDemocracy,Different regions -> different cultures and aspirations -> responsive government -> subnational stability,Federal,NA,3
R23,"Every state has its own unique topography, culture, and system. For good governance, it is necessary to maintain certain autonomous elements specific to each state. The Constitution contains several articles that highlight the importance of autonomy, providing provisions to preserve cultural identities so that their essence remains intact. For example, there are specific rules for tribal communities, for Scheduled Castes (SC), and for Scheduled Tribes (ST), ensuring that their traditions, behavior, and rituals are protected. India is like a bouquet of many flowers, and its beauty lies in its diversity. Autonomy is therefore essential for states to function effectively, considering their unique topography and circumstances, which often require different rules compared to other states. The federal system is also crucial for maintaining the country's unity and integrity. India was formed by bringing together hundreds of princely states, each with its own systems and governance. Harmonizing these differences requires time, distinct rules, and autonomy, which makes the federal structure indispensable.",Party,INC,Uttarakhand,NA,SubnationalAutonomy,Causal,IncreasesDemocracy,Different regions -> different cultures and aspirations -> desire for subnational autonomy -> federal provisions for self governance -> preservation of identities -> plurality and harmonizing of differences -> subnational stability,Federal,NA,5
R23,"First, people should take pride in their identity and be aware of the challenges arising from it…When one takes pride in their identity, they will react if something impacts their sisters, daughters, or culture. They will feel anger and respond. But if a person doesn’t even realize who they are or what they should be, then it won’t matter if someone throws dirt, mud, or stones at them—they won’t care. Therefore, it is essential for a person to be aware of who they are and to have a sense of self. If someone is alive, they must have a sense of their existence and be proud of it. Only then will they react and step forward to correct things. Otherwise, they will remain in a state of surrender.",Party,INC,Uttarakhand,NA,SubnationalAutonomy;Mobilization,Causal;Mediating,IncreasesDemocracy,State and its people value autonomy -> democratic threats from the centre -> mobilize to protect local identity and aspirations -> subnational stability,Cultural;Mobilization,NA,4
R1,"You might remember when V.P. Singh came to power, people raised slogans like, “Raja nahi fakir hai, desh ki taqdeer hai” (He’s not a king but a humble man, the destiny of the nation). But shortly after, the slogan changed to, “Raja nahi rank hai, desh ka kalank hai” (He’s not a king but a pauper, a disgrace to the nation). There have been many such moments where people have united over an issue and the government has changed. You may not even see it coming, but such issues will arise, they will ignite unrest among the people, and the government will be overthrown.",Government,SP,Uttar_Pradesh,NA,Mobilization,Causal,IncreasesDemocracy,Democratic threats -> mobilization and unity against it -> change in government -> subnational stability,Mobilization,NA,4
R1,"It is our culture that is currently safeguarding democracy. Our values, our way of life, and our culture are what are protecting democracy right now—not any government. Look, brotherhood prevails in Banaras. For example, when there was a bomb blast at the courthouse, Muslims stepped forward in large numbers to help. In Banaras, brotherhood has always been maintained, and where there is brotherhood, there is democracy. Dividing people will never protect democracy. Democracy can only be protected by fostering unity and brotherhood.",Government,SP,Uttar_Pradesh,Uttar_Pradesh,Mobilization,Descriptive,IncreasesDemocracy,Democratic threats -> mobilization and unity against it -> change in government -> subnational stability,Mobilization,NA,2
R1,"History is evidence that crowds are always listened to. Those who stand alone are never heard. In politics, you can create pressure only if you have numbers. Without numbers, you cannot exert any pressure on the ruling government or hold them accountable. The ruling party should always have a fear of a strong opposition—of making mistakes that could cost them. But when power is consolidated in one place, there is no fear and no accountability.",Government,SP,Uttar_Pradesh,NA,OppositionStrength;Mobilization;CoalitionPolitics,Causal;Mediating;Mediating,IncreasesDemocracy,Democratic threats from ruling party -> opposition stands against it -> strength in numbers increases mobilizational leverage -> subnational stability,Mobilization,NA,4
R2,"There was a time when we used to have 40% voting. Today, we have reached 65-70% and in some areas 80%. So that means more and more people are going and they know that it [elections] comes once in 5 years, so they want to use it.",Media,Neutral,Uttar_Pradesh,NA,Mobilization,Mechanism,IncreasesDemocracy,Great willingness to participate in voting -> high voter turnout and engagement in some areas -> subnational stability,Electoral,NA,2
R2,"But generally, people think that in villages, people don’t understand democracy. I think illiteracy has nothing to do with political literacy. They are more [politically] intelligent, they participate more, and there were leaders who used to say that election is a festival where everybody goes, and with that spirit, they go and they go in groups and vote. So, to say that the illiterate lot, which now has come down drastically, they don’t understand democracy will be wrong. The only thing is that they don’t use the word democracy—for them, it’s the electoral system.",Media,Neutral,Uttar_Pradesh,NA,Mobilization;Literacy,Mediating;Mediating,NA,Great willingness among poorer sections to participate in voting -> high voter turnout and engagement in some areas -> subnational stability,Awareness;Electoral,NA,3
R2,"But Yogi is a “tough guy.” He doesn't believe in giving any reprieve to anybody. He uses bulldozers to demolish homes. So that creates a fear factor. People don’t come out openly in discussion. Even people who want to say the right things may think twice before doing that…Mobilization in favour of Yogi you do see. But against, as I told you, it’s much, much harder. I guess we will get to know now [referring to the upcoming elections]. Only in private conversations will people discuss or criticize the government, they will not do so publicly.",Media,Neutral,Uttar_Pradesh,Uttar_Pradesh,Mobilization,Descriptive,IncreasesDemocracy,Mobilization has to be against the autocrat -> subnational stability; Mobilization for the autocrat -> subnational backsliding,Mobilization,NA,3
R2,"The future of democracy can be bright. The power of vote is very important, and Indian voter, as I told you at the beginning, is very intelligent. Don’t underestimate the power of the Indian voter. They voted out Indira Gandhi and they also brought her back. She was as powerful as Narendra Modi is today.",Media,Neutral,Uttar_Pradesh,NA,Mobilization,Causal,IncreasesDemocracy,Democratic threats -> mobilization through voter engagement -> change in autocratizing government -> subnational stability,Mobilization;Electoral,NA,4
R4,"The most important factor [for safeguarding democracy] is an aware citizenry. Democracy is not just about elections—it’s about what happens after the elections. Citizens must understand their duties and rights beyond casting a vote. Many initiatives and NGOs are working towards this. The stronger the awareness among citizens about their rights, the stronger the democracy will be. In every country with a robust democracy, the first condition is aware citizens. An informed citizen becomes a responsible leader and ensures that the system runs effectively. When leaders know that citizens are vigilant and aware, they work responsibly. It’s awareness that drives accountability.",Media,Neutral,India,NA,Literacy;Mobilization,Causal;Mediating,IncreasesDemocracy,Greater awareness among masses -> more likely to result in mobilization -> pressures accountability -> more responsible leadership -> subnational stability,Awareness;Electoral,NA,3
R4,"Engagement in democracy increases when people have access to education and when they rise above poverty. Education is a major factor—it gives people the awareness to engage. Similarly, if people have basic means of livelihood, they can think beyond survival and participate in democratic processes. Poverty and education are the two biggest factors that influence engagement.",Media,Neutral,India,NA,Literacy;EconomicDevelopment;Mobilization,Causal;Causal;Mediating,IncreasesDemocracy,Educated masses -> when they rise above poverty-> more participation in democratic processes -> subnational stability,Economic;Mobilization,NA,3
R4,"Ordinary citizens can’t directly do much—it’s primarily the government’s responsibility. However, citizens must stay aware—be vigilant about their surroundings, their voting decisions, and their rights post-elections. Citizens contribute to the system by electing a government responsibly and holding it accountable for development and governance.",Media,Neutral,India,NA,Literacy;Mobilization,Causal;Mediating,IncreasesDemocracy,Greater awareness among masses -> more likely to result in mobilization -> pressures accountability -> more responsible leadership -> subnational stability,Awareness;Electoral,NA,3
R5,"To handle this, the first and most important thing that I believe needs to be done is that our population must be made literate. They must be educated in the true sense. They need to be told, they need to be taught what democracy actually is. Have you heard about an incident that happened in a corner of Bengal? Right now, the entire country is in political turmoil over it. There is a place called Sandeshkhali, where a TMC leader is allegedly doing things similar to what we heard in childhood stories—like a tyrant king who would abduct a girl every night. These kinds of stories are coming out from there. But just 100 kilometers away, when I ask people if they know about Sandeshkhali, even if they do, it makes no difference to them. Our sentiment is gone. People say, ""Oh sir, that’s happening there. What do we have to do with it?"" So, until we educate our population, I don’t see this situation improving. The day the people of India truly become educated, this issue will be resolved…So, until we achieve true literacy, I don’t think anything is going to improve. Right now, just look around. I am currently running a program, trying to understand what people think will happen next. And they don’t say anything. Some simply say, ""For us, everything is Modi."" That is the state of affairs today.",Media,Neutral,India,West_Bengal,Literacy;Mobilization,Causal;Mediating,IncreasesDemocracy,More political education -> increases awareness  -> more likely to identify democratic threats and mobilize against it -> subnational stability,Awareness,NA,4
R5,"What will you save if you don’t even know what it is? You can only save something if you are aware of it. If you don’t even know what democracy is, if you don’t know what your rights are within a democracy, then what will you protect? You wouldn’t even realize that something is being taken from you because you don’t even know that it belongs to you in the first place.",Media,Neutral,India,NA,Literacy,Mechanism,IncreasesDemocracy,More political education -> increases awareness  -> more likely to identify democratic threats and mobilize against it -> subnational stability,Awareness,NA,5
R5,"For this [democracy preservation], it has to start from the grassroots, from social workers, from people within our communities who can go forward and educate others about these things—who can tell people what needs to be done.",Media,Neutral,India,NA,Mobilization;Literacy,Causal;Mediating,IncreasesDemocracy,Grassroots mobilization for political education -> increases awareness  -> more likely to identify democratic threats and mobilize against it -> subnational stability,Awareness,NA,3
R7,"Before independence, people had only two identities—they were either subjects of a king (praja) or British colonial subjects (gulam). Citizenship, as a formal identity, emerged only after the Constitution was adopted. However, true political education about democracy and citizenship has not been adequately imparted. This lack of political education is evident in the gaps within India's democratic system today. People still do not fully understand their rights and responsibilities as citizens. Democracy does not mean merely voting once every five years. In ancient Greece, where the term citizen was first used, a citizen was someone who actively participated in governance. When democracy was established, citizens were granted both rights and responsibilities—not just in electing a government, but also in governing. However, in India, while local governance has been constitutionally recognized, effective citizen participation remains weak due to a lack of political awareness and education. In theory, the Gram Sabha (village assembly) has the constitutional authority to make decisions at the village level. But in practice, the lack of awareness and education means that grassroots democracy has not yet realized its full potential.",Civil,Neutral,India,NA,Literacy;Mobilization,Descriptive;Descriptive,NA,Political education -> increases awareness  -> effective democratic participation -> subnational stability,Awareness;Electoral,NA,3
R7,"Thus, Gandhi’s vision was that political education should be conducted through grassroots institutions. This was not a casual remark—if I may offer another historical example, even Lord Ripon had recognized the importance of political education in India. In 1880, when Lord Ripon submitted his proposal for local government to the British Parliament, the first line of his recommendation explicitly stated that the primary objective was the political education of the Indian people. This was officially recorded in his recommendations. Even the British administration understood that the people of India needed political education, and they believed that local governance—through Panchayats and municipalities—was the means to achieve this. So, the responsibility for mass political education has always been a collective one, and civil society is best equipped to carry out this task effectively. Civil society has played a significant role in this country, and it can continue to do so.",Civil,Neutral,India,NA,Mobilization;Literacy,Causal;Mediating,IncreasesDemocracy,Grassroots mobilization for political education -> increases awareness  -> more likely to identify democratic threats and mobilize against it -> subnational stability,Awareness,NA,3
R7,"In reality, while constitutional responsibility is often attributed to the government at various levels, with the expectation that they will work towards fostering civic awareness, the fundamental responsibility—both in practical and ethical terms—lies with civil society. At the societal level, this duty primarily rests with the people…The role of state power, on the other hand, is to provide basic governance, fulfill essential needs, and remove obstacles that hinder social justice. The state cannot be the primary driver of social justice; it can only regulate law and order and provide a welfare framework. But fundamentally, these responsibilities belong to society itself. If you examine the Directive Principles of State Policy in the Indian Constitution, you will see that social and economic justice are listed there. Ambedkar explicitly stated that these provisions were not made legally binding because they were not matters of law and order. Economic and social justice are the responsibilities of society itself. It is up to society to determine its own social and economic structures. Thus, whenever serious thought is given to democracy, one arrives at the conclusion that civil society carries the greatest responsibility. That is why civil society is the most important force in maintaining and strengthening democracy.",Civil,Neutral,India,NA,Mobilization,Mechanism,IncreasesDemocracy,Mobilization of civil society -> takes responsibility of civic education -> imparts values of social and economic justice -> greater likelihood of correcting democratic threats -> subnational stability,Awareness,NA,4
R7,"On the other hand, civil society also consists of different types of organizations. Some are NGOs that fill gaps where the government fails. Many of these organizations receive government funds and serve as intermediaries, often limiting their scope to managing these funds. There are numerous such organizations in the country today, whether in the social, cultural, or fundamental sectors. There is an extensive network of social organizations and civil society groups, and they are working in various capacities across the country. It is true that their efforts are often fragmented and localized, but history has shown that when a major crisis emerges, different factions of society do come together, mobilize, and awaken the public. Therefore, it is not the case that democracy would collapse without resistance. When a significant threat arises, all these forces—political opposition, civil society organizations, and engaged citizens—will mobilize to safeguard democracy.",Civil,Neutral,India,NA,Mobilization;OppositionStrength,Causal;Mediating,IncreasesDemocracy,Democratic threats -> mobilization of civil society and opposition in resistance -> check against autocratizers -> subnational stability,Mobilization,NA,4
R8,"Look, as I have already said, democracy is not an inherent system. It is not something that we are born into and automatically receive. It has to be cultivated. The construction of a democratic system is an ongoing process, a continuous struggle. Democracy is always prone to backsliding. At any moment, it can transform into total authoritarianism. It is a constant battle, and people are fighting it. You mentioned Shaheen Bagh earlier—what was that? I see it as a struggle against the authoritarian and majoritarian tendencies of the central government. And who led that struggle? Women. What was Bhima Koregaon? Why are so many people in jail for five or six years without trial? Professors, lawyers—they are all imprisoned. What is that? It is a fight against authoritarianism, a fight to protect democracy. The ongoing farmers’ movement—what is that? It is not just about securing their rights. It is not as if they will simply accept whatever is dictated to them. It is not a direct protest against dictatorship, but it contains democratic elements. They are saying, ""Listen to us. Hear what we have to say. Accept our demands."" This is what the movement is about.",Civil,SFI,Delhi,Delhi;Punjab;Maharashtra,Mobilization,Causal,IncreasesDemocracy,Democratic threats -> mobilization of protests and social movements against it -> check against autocratizers -> subnational stability,Mobilization,OutcomeStability,5
R8,"Society will lead the change [towards democracy protection]. Some political parties may identify with these movements and align themselves accordingly, but the change will come from society.",Civil,SFI,Delhi,NA,Mobilization;OppositionStrength,Descriptive;Descriptive,NA,NA,NA,NA,1
R10,"[Can you talk more about what can should be done to protect democracy?] Be concerned, ask questions, unite. It starts with if you’re not concerned, it ends there. If you’re concerned, you’ll ask questions. When you ask questions and don’t get answers, you’ll find all those people who are asking the right kinds of questions. When you find them, unite with them and resist.",Government,AAP,Delhi,NA,Literacy;Mobilization,Causal;Mediating,IncreasesDemocracy,Increases awareness  -> more likely to identify democratic threats and mobilize against it -> subnational stability,Awareness;Mobilization,NA,4
R11,"I think the socio-political movements, panchayats, student politics, trade union movement, all of them have a role to play in this. They too have played a very important role in strengthening democracy. And how much “say” they have in the democratic process.",Media,Neutral,India,NA,Mobilization,Descriptive,IncreasesDemocracy,NA,Mobilization,NA,2
R11,"Outside of some aberrations—no state is without aberrations—but one example to me is of Kerala where more-or-less democracy is very stable despite the national level, divided into two coalitions, and with very competitive politics. The decision or “who will win the power” is decided by almost 3-4% shift in votes in Kerala. So, it is very competitive. And there are many smaller organizations within those coalitions, and coalitions are formed on the basis of ideological plank and program, and there are trade unions, there are student unions, there are other institutions that are also very active in counterbalancing there. So, I think Kerala is one good example of this stability. More or less, despite some aberrations again, in Tamil Nadu also politics is democratic. I think in Bihar also, but to a lesser degree, it’s competitive in allowing just the number of players and actors to make it more diverse. Despite some inconsistencies and contradictions, Bihar is more-or-less very competitive. That is how we know if a state is democratic—if the opposition is powerful, vibrant, fixing the accountability in government, we can say that democracy is flourishing despite a lot of problems at the national level. We cannot remove what is happening at the national level completely, of course. But these are still a few states where you can see very competitive politics. Broadly, I think Maharashtra is also more-or-less...there is some fluidity but despite that it’s competitive. In North India, Rajasthan, Punjab are very competitive. The nature of politics in Punjab is such that a new entrant won the elections last time. That shows that democracy is still vibrant—allowing new parties to come, so Punjab can also be a good example of regional democracy. There are a number of farmers’ movements and other student politics as well, labour movements. Apart from the political parties, these are also very powerful.",Media,Neutral,India,Kerala;Tamil_Nadu;Bihar;Maharashtra;Rajasthan;Punjab,OppositionStrength;Mobilization;CoalitionPolitics,Causal;Mediating;Mediating,IncreasesDemocracy,Some regions have strong opposition to incumbent parties -> greater mobilization -> more competitive politics -> coalition formations-> further check against centralizing tendencies -> subnational stability,Electoral,OutcomeStability,5
R11,"So, take the case of Kerala, Tamil Nadu like before, where we have seen social and political movements. Like the Dravidian movement in Tamil Nadu. Or left movements in Kerala. Or, you know, in Bihar, socialist, communist, movements of landless peasants, they played a very important role in creating this awareness, this political awareness, and asking for their share in politics and power. So, the assertion of OBCs or Dalits, through their own political mobilization. Even if you observe the history of Bihar, I think from the mid 60s, different caste groups, they have started asserting themselves. And as I said before the Dravidian movement in Tamil Nadu. It created a kind of “awakening”, unity among masses..and also championed certain causes, which gave expression to the aspirations of the common public there or people or voters. This kind of social and political mobilization has not happened in many states. Wherever it was a feudal society for a long time, there was no movement in the society. You know, politics always reflects if there are churnings happening within the social groups. So, this was seen in Bihar, but it was not seen that much in UP. It was not seen at all in states like Madhya Pradesh and Rajasthan. Kings and princes dominated for a very long time, that is why kings and princes are still very important and powerful in the politics of these states. But it could not happen in Bihar, the landlords could not function because the social mobilization from below played a very important role in changing the nature of political competition. This is what I think, through mass organizations, students, labour unions, farmers, landless peasants. All these factors are important. Wherever all these kinds of socio-political movements arose, they created space for new forces. And it certainly, you know, stirred the political stability in those states and gave opportunities to new forces. And whenever these new forces, new social groups, new parties are coming and the system is allowing, that shows the strength of your democracy.",Media,Neutral,India,Kerala;Tamil_Nadu;Bihar;Madhya_Pradesh;Uttar_Pradesh;Rajasthan,SubnationalAutonomy;Mobilization,Causal;Mediating,IncreasesDemocracy,Different regions -> different cultures and aspirations -> some have strong histories of social movements for championing democratic causes -> more likely to create space for new political and social forces -> subnational stability,Mobilization,OutcomeStability,5
R12,"You will have to think state by state. But there are some…for instance, Tamil Nadu is a well-administered state. You will find good development indicators there. But the regime there is also never authoritarian. Many people argue that only a powerful state like an authoritarian state can deliver, the rest will keep doing their own firefighting. Kerala's indicators are very good. That is not dictatorial. That cannot happen there—there is a lot of leftism there—people will beat you on the road, if you go to the market in a government car, the public catches you and beats you saying, sir now do corruption. So, Kerala has the best indicators in education, in health, in various things. From our perspective, there are good models of democracy surely all over India at the state level.",Bureaucrat,Neutral,Delhi,Kerala,Mobilization;EconomicDevelopment,Descriptive;Descriptive,IncreasesDemocracy,NA,Economic;Mobilization,OutcomeStability,2
R12,"Democracy of India is dependent on the Indian Government. But states can protest. If farmers protest, like those three laws they [the Centre] had to take back after all, right? But if Muslims protest, then the BJP, by polarizing India further, will benefit even more. It depends on who is protesting from which state. Just like Punjab conducted the farmer protest for a whole year.",Bureaucrat,Neutral,Delhi,Punjab,Mobilization,Causal,IncreasesDemocracy,Anti-democratic policy -> mobilization against it -> depending on socioeconomic group -> subnational stability,Mobilization,OutcomeStability,4
R13,"Look, the system of our country, the culture of our country, and our way of life are such that many invaders and empires came here, whether it was the Shakas, Kushans, or others. They tried to suppress Indian culture and thought they could dominate it. But what happened? They all ended up assimilated into this very culture. Over the past 75 years, our democracy has grown immensely strong. Now, no matter how powerful an individual may be—whether they wield wealth, muscle power, or conspiracies—they will ultimately have to operate within the established framework of our democracy. If they deviate even slightly, they will erase their own existence. Today, our democracy is so robust that even if a Supreme Court judge or any high-ranking official makes a mistake, they are immediately exposed to the entire nation. They become a villain in the public eye. Nobody, whether they are in politics or bureaucracy, can operate arbitrarily. If anyone steps out of line, they are promptly criticized, and their actions are scrutinized. This forces them to retreat. This is the strength of our democracy.",Party,BJP,Uttarakhand,NA,Mobilization,Causal,IncreasesDemocracy,Democratic threats -> mobilization against it -> increased accountability -> subnational stability,Mobilization,NA,3
R13,"During this time, I also participated actively in the Uttarakhand statehood movement, which had its roots in student activism but later transformed into a broader statehood movement. This movement gained momentum after the implementation of the Mandal Commission's recommendations by Prime Minister V.P. Singh in 1989–90. At that time, Uttar Pradesh Chief Minister Mulayam Singh Yadav sought to enforce these recommendations in the state, which included the Uttarakhand region. The demand for a separate state grew, and we were actively involved in the agitation, even enduring imprisonment. I spent 17 days in Fatehgarh Central Jail as part of this movement. It was one of the largest movements in the country at the time…Only local people could properly assess and plan for these challenges. This was the sentiment behind the demand for a separate Uttarakhand. Naturally, the people of the state took to the streets in a spontaneous movement. This became a widespread issue for the entire region. Although the state wasn’t formed in 1993-94, when Atal Bihari Vajpayee became the Prime Minister in November 2000, he announced the creation of the state. Since Uttarakhand came into existence in November 2000, we have undoubtedly made significant progress in many areas, whether in road infrastructure, education, or healthcare. Uttarakhand has seen tremendous development in these sectors.",Party,BJP,Uttarakhand,Uttarakhand,Mobilization;SubnationalAutonomy;EconomicDevelopment,Mediating;Causal;Mediating,IncreasesDemocracy,Desire for subnational autonomy -> mobilization for separate state -> formation of separate state -> greater autonomy through federal provisions -> more development and responsiveness -> subnational stability,Mobilization;Federal;Economic,NA,3
R13,"I believe that the people of this country have grown significantly more aware and informed over time. There are now many more forms of media available. Earlier, information was limited to newspapers and TV, but today, social media has emerged as a powerful platform with multiple avenues. The common person is connected to these platforms, and they can access information about what is right and what is wrong. Secondly, literacy rates have increased across the country. Earlier, there were no schools or higher education institutions in many areas, and education often stopped after the intermediate level. Today, the number of universities has increased significantly, and people have ample opportunities for higher education and employment. The situation today is vastly different from what it was in the 1970s. India has advanced significantly… I feel that in the coming years, people’s awareness and sense of responsibility will grow even more. The role of the public in safeguarding democracy is crucial. India’s younger generation, which constitutes 65% of the population, is ready to bring about change and provide direction to the country. On the other hand, if you look at China, its population is aging, with a majority belonging to the older generation. In contrast, India’s youth have the capability to transform the nation and guide it in the right direction.",Party,BJP,Uttarakhand,NA,Literacy,Mechanism,IncreasesDemocracy,More political education -> increases awareness,Awareness,NA,3
R18,"Recently, the incident in Haldwani caused significant damage—public properties were harmed, our police officers suffered losses, and even journalists were attacked. Our assets were destroyed, and the police station was set on fire. In response, the Honourable Chief Minister took strict action and enacted a law stating that those who damage property will not be spared. After all, whose assets are these? They belong to the state of Uttarakhand. Imagine the conditions under which we created them, especially when we didn't have sufficient funds. If we destroy them for any reason, that’s wrong. That’s why the Chief Minister made a law that everyone must act within its framework. Yes, democracy gives everyone the right to raise their voice. You can voice your concerns loudly, but within limits. If you cross those limits, it’s wrong, and it’s not good for the state or the nation. Acts like vandalism, damaging property, or engaging in violence are beyond the boundaries of democracy. You can express opposition but do so constructively, not destructively. Think about Gandhi’s satyagraha—it was peaceful and within limits. Resorting to aggression and destroying property is wrong because those assets belong to everyone, not just to a ruling party. They are for the entire state, which belongs to everyone. That’s why I want to emphasize that protests should remain within boundaries.",Government,BJP,Uttarakhand,Uttarakhand,Mobilization,Mechanism,NA,Mobilization should be non-violent and within the boundaries of democracy -> subnational stability,Mobilization,NA,5
R18,"The responsibility for safeguarding democracy lies with all of us citizens. If we understand the importance of democracy, comprehend the need to protect it, and study it, then strength will naturally emerge. We ourselves are responsible for this.",Government,BJP,Uttarakhand,NA,Mobilization,Descriptive,NA,NA,NA,NA,1
R19,"Why can’t it [protection of democracy] happen? When young students don’t get jobs, what will happen? Their anger will grow, and when that anger increases, they will express it through their votes. Inflation is rising day by day. When people can’t even adequately provide for their families, what do you think will happen? I said that such phases don’t last forever. Fine, it has gone on for some time; they have hurt people’s sentiments. But eventually, people will think deeply about this. If they don’t, where is the country headed? We will all have to face the consequences of these actions.",Government,INC,Uttarakhand,NA,Mobilization,Causal,IncreasesDemocracy,Democratic threats -> mobilization and unity against it -> change in government -> subnational stability,Mobilization;Electoral,NA,3
R22,"Look, it [protection of democracy] ultimately depends on the general public. Democracy will function the way the people want it to. But one thing I must emphasize is that we need to move beyond populist promises. The public must decide what kind of government they want. Every political party, as I said, needs to understand this. I’ve already mentioned how Nehru approached appointments.",Party,INC,Uttarakhand,NA,Mobilization,Descriptive,Both,Depends on the public,Electoral,NA,2
R23,"For example, in Kedarnath Dham, we have deep faith. There are certain rules for the sanctum sanctorum—we cannot carry mobile phones there. But the Prime Minister goes with five cameras, and no one questions it. Gold is offered at Kedarnath, and newspapers like The Indian Express reported that 230 kilos of gold were transported on 19 mules, yet only 7 kilos are officially accounted for. The remaining 230 kilos have been stolen, and no investigation has been initiated, nor is there any public discussion about it. Similarly, Joshimath has been destroyed, but there is no public dialogue. In the Ankita Bhandari murder case, involving MPs like Mamta Joshi Bahuguna and other examples such as Kiran Negi, or the shocking statistic of 907 rapes in a single year—there is no reaction from the public. The absence of public outrage or discussion signals danger. It shows that somewhere, our mindset has become blocked; we are no longer addressing these critical issues. Students go on strike demanding a foolproof system where, after putting in hard work and passing exams, they are assured of jobs. They demand that no BJP block president interferes to usurp their rightful positions. Yet, when these students protest, they are lathi-charged, and attempts are made to charge them under Section 307. The fact that there is no outrage or anger about such incidents, no public discourse, reflects a worrying future. Unless we start discussing issues like labor rights, hospital conditions, education, and the incidents occurring around us—unless we hold debates on these topics—leaders and political parties will continue to deceive the public. They will implement policies that seem appealing at the moment but will have devastating consequences in the future.",Party,INC,Uttarakhand,NA,Mobilization,Causal,Both,Democratic threats -> mobilization against it -> increased accountability -> subnational stability;Democratic threats -> no mobilization or mobilization suppressed -> subnational backsliing,Mobilization,NA,4
